      id  bayes.universe.redshift  bayes.universe.redshift_err          bayes.sfh.sfr     bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err            bayes.IRAC1         bayes.IRAC1_err           bayes.IRAC2         bayes.IRAC2_err           bayes.IRAC3         bayes.IRAC3_err           bayes.IRAC4         bayes.IRAC4_err           bayes.g_prime       bayes.g_prime_err           bayes.i_prime       bayes.i_prime_err           bayes.r_prime       bayes.r_prime_err           bayes.u_prime       bayes.u_prime_err           bayes.z_prime       bayes.z_prime_err     best.chi_square  best.reduced_chi_square  best.agn.EBV  best.agn.beta  best.agn.delta  best.agn.disk_type  best.agn.emissivity  best.agn.fracAGN  best.agn.gamma  best.agn.law  best.agn.opening_angle  best.agn.psy  best.agn.r_ratio  best.agn.tau  best.agn.temperature  best.attenuation.B_B90  best.attenuation.E_BV_factor  best.attenuation.E_BV_lines  best.attenuation.E_BVs  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.dust.gamma  best.dust.qpah     best.dust.umean  best.dust.umin  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.agn.accretion_power  best.agn.disk_luminosity  best.agn.intrin_Lnu_2500A_30deg    best.agn.luminosity  best.agn.polar_dust_luminosity  best.agn.torus_dust_luminosity  best.agn.total_dust_luminosity    best.dust.luminosity          best.dust.mass  best.sfh.integrated           best.sfh.sfr    best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young             best.PSW             best.PMW              best.PLW            best.IRAC1            best.IRAC2            best.IRAC3            best.IRAC4           best.MIPS1              best.S11              best.L15            best.L18W            best.u_prime            best.g_prime            best.r_prime            best.i_prime            best.z_prime 
     5.0       0.6724137931034482       1.1102230246251564e-16      12.17791590795863    2.0288880050277003    4017631329.1227884        1640797744.9595296    0.01564052868150284   0.0006906929440362933   0.01161497058217122  0.00031777010535205866  0.017210371756049597   0.0002463790597955354  0.010236373314491435  0.00013144773359969862   0.0002249944036820794  0.00017968937788117995   0.0022324933864707208   0.0003238713883271485   0.0008530443744901808  0.00037061555495088074   5.575850478163692e-05  6.0989045859549666e-05   0.0036823589502612123  0.00011200451531883592   11.19854517068688       1.0180495609715345          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0      2.8180319144609007                           1.0                          1.0                     1.0     15.26396414223625      1.8177621977505407                             -1.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0               100.0             1000.0              0.25               100.0              100.0          578.98742332674               1.0                     0.008                                   10.0   7889.684167750113             1.1404872217005903e+26                    0.62                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0  4.7369535646401295e+37   8.430823453095436e+38    7536698921.599682     11.046376177773512      18.88348348795303      11.559459815606063   6.045614411366314e+37   7.140842632577276e+36    4.356220670004177e+34      7.097280425877234e+36  3.0349920921222424e+37  3.0106223192440704e+37  2594653236.0581965       2588538549.256994         6114686.801202676    4942045685.825209       4832565774.1866255         109479911.63858391  2.0607164747945698e+54   1.642435747594968e+52     2.04429211731862e+54   12.227804565448594    8.297435255429363     4.069245301178091  0.014987418416377187   0.01143045159558819  0.016601530502331832  0.011875723723317843   0.1155959047826031   0.09705328310660773   0.12588742959903576  0.12254008941642691   3.156438969105984e-06   7.994375446117445e-05   0.0006734976097847092    0.002150484823866778    0.004050996652666903 
    18.0       0.4482758620689648        7.216449660063506e-16      4.369727162078528     4.704708612346666    12898770802.434254          8908793400.78366    0.03377674031713743   0.0030237653520063627   0.03683858451311402    0.002998311301389681   0.02362091854990881    0.004416188406558154  0.048496091753579405    0.004253698931644178   0.0036817277580946375   0.0008142746627955141    0.017050607740880103   0.0030418979227373904     0.01184401132474488   0.0018748585027060399   0.0014538359685670676   0.0010691852010720568    0.022345315708214252    0.005031948803974064  30.149389979835856        2.512449164986321          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0       1.147040062799988                           1.0                          0.4                     0.4      6.36314921778335      0.7334442662367341                             -1.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0                50.0             1000.0               0.0               100.0             1000.0        376.2205010919255               1.0                      0.05                                   10.0    9067.78366960247               7.73203494090564e+25                    0.45                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   2.956726932131227e+37  5.2623785358353284e+38    6987536286.140325      9.734900938112046      9.717583716698906       9.734717427181454   4.318265375951922e+37   3.191855854061062e+36   1.0101514329988685e+34     3.1817543397310734e+36  1.9006798592283739e+37   2.417585516723548e+37   2340794191.408016       2333285403.109566         7508788.298449715    4646742109.821686        4556903708.758944          89838401.06274194   1.011111964496533e+54  2.9601356391722597e+51   1.0081518288573608e+54   13.515678658229584    8.352861451749565     3.750803204874667   0.03688960017485368   0.04004027396380563  0.024541541690784152   0.05134122404615114  0.15379604515408202   0.16301079373516691   0.16054119512066892  0.16862173531738256   0.0011782649515412742   0.0036098085713313103     0.01067106155646596    0.014824557005790695    0.018223052781554814 
    58.0       0.2241379310344827        8.777083671441753e-17     0.1991663843397383    0.6014311514297219    43268588988.020515         17758849082.12781    0.09625363600090363    0.002422115571074147   0.08100561910080166    0.003538527001668514  0.051586972922805355   0.0029887874313099085   0.15532250956397173    0.003977819356344989    0.008875054138648284   0.0005061483360377421     0.04520195169093897   0.0025167518832920088    0.025272966043296655   0.0008625095128434134   0.0015401982433446552   0.0002638385924650782      0.0675078809715433    0.005594159967944085  17.034001247785646        1.419500103982137          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0      2.0126518570611736                           1.0                          0.4                     0.4     4.023136451887307      1.6183616035542092                              0.0                                 0.0                                217.5                            35.0              3.0              0.5             2.5    1.49999990000001             1.0       10000.0                50.0            10000.0               0.0               100.0              100.0        9799.884386857048               1.0                    0.0001                                   10.0  11014.715147307606              3.534669798726923e+25                    0.23                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   9.602349393751425e+36   2.278705759090113e+38   114937010800.01118  4.318320183421133e-39  7.340450341105721e-39  4.5168757360111845e-39  1.6250960517506707e+37   7.424665785544423e+34    7.424665785544423e+34        0.00461669235035568  1.6250960517506707e+37    0.012836843722047872  59087680992.178955      59087680992.178955    2.0510693056506485e-33   55849329807.832214       55849329807.832214      4.311763862467053e-32  1.6534481040774616e+52  1.6534481040774616e+52       1275929905030139.5   16.443487065614764    9.184824968288638    3.8531932450323936   0.09748567196976016    0.0808153194065159   0.05045944702429534   0.15019056755884058   0.2248258853740595   0.23400708699368314   0.23728011907201796   0.2293725586901426   0.0014114367029439154    0.008411974820168066    0.024786087419940747    0.045899245484601135     0.06996745392104342 
   132.0       0.6724137931034483                          0.0     23.252062759531018      2.74618965928873     7304933464.701209        4619808966.9056225   0.054055929915777276    0.002481323785655609  0.036621931870121624   0.0012317847961228927   0.04495731317877065  0.00045516971791975436  0.027827371889185524  0.00040998589566640235   0.0010535212084840369  0.00011478670234687696    0.008671462721325207   0.0004029139064723813    0.003861192740566886   0.0001521160354577049  0.00015384802107983568   8.561875482100371e-05     0.01216983006385625   0.0006778547966495679   52.56514647432319       3.5043430982882127          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0      1.7202976200183384                           1.0                          0.6                     0.6     9.393441662951673      1.1003598318466556                             -1.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0               100.0             1000.0              0.25               100.0             5000.0       254.68798575130316               1.0                      0.05                                   10.0   8145.514067900267             1.0511469843949092e+26                    0.58                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   7.487182081666602e+37  1.3325676393136906e+39   8265241831.2241535     23.672626019471416     31.783634278233404      24.192299391594897    9.87971386311626e+37   7.804458516202584e+36   1.6382744312099838e+34      7.788075771890483e+36  3.9225119545196537e+37   5.957201908596607e+37  2528324003.1107717      2509494882.6664653         18829120.44430616     5736917865.57831        5513823954.641733         223093910.93657637  2.4716007190533096e+54   5.747464575528392e+51   2.4658532544777813e+54   21.827642345546497   14.473798714780614     6.948159986303321   0.04731321994463595  0.035474934319133976  0.041082599956170786   0.03256435438799994  0.20608448436791846   0.19840689237645479    0.2269735647977471   0.2259597995888036  0.00023230628420991344   0.0014502109783873234   0.0052796445561586886    0.009844653473428906    0.013181749129769027 
   221.0       1.5689655172413797       2.2204460492503126e-16      8.512605949863016     20.27521084823909     338134233151.2696         42425523224.22181    0.05539500527804475   0.0011217540155142214   0.05402089465181273   0.0008132402909121191   0.04283215087347995   0.0007550300470844084   0.03992965895006867   0.0003951117948944905    0.000588420260382784   4.068726585385104e-05   0.0030500359711565037   6.806125598223397e-05   0.0014218548750598795   3.736931747288154e-05  0.00015634264069892145  2.3508116717828994e-05   0.0065373047579521185  0.00023392754368936334  15.078683716591915       1.2565569763826596          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0      1.6792098152635737                           1.0                          0.4                     0.4     4.338799938048451      1.2668582638490278                            -0.25                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0                50.0             1000.0               0.0               100.0              100.0        797.7033432599002               1.0                    0.0001                                   10.0   4245.697543557453               3.56288752562466e+26                    1.55                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   4.142542053791536e+38    7.37289066188959e+39    592916907282.7374     2.7175591014104836       4.37788292002519        2.83077047547682   6.017115599844624e+38   3.873203380034892e+36    9.735764833681119e+35     2.8996268966667803e+36     5.9365778697461e+38   8.053773009852446e+36  245508432555.50003      245507150019.01398        1282536.4860647167   347408474696.30255       347381449558.96875         27025137.333868075   1.019673121628261e+54  2.1841393360350924e+53    8.012591880247516e+53   14.175126027943094    17.84858557574094    13.414481729624168   0.05601030676102536    0.0541436163019739    0.0426588592956243    0.0397856274363422  0.13666653084180916  0.025925399801491972   0.10871835163915596   0.1577638465299173  0.00015856404056307705   0.0005968222828514407    0.001450032921356314   0.0031355154716462123    0.006923090070331771 
   251.0      0.22413793103448273        6.206335383118184e-17     0.2852004941262584    0.6705564949913465     28699015446.78297        19975188817.162766     0.1041544299102158   0.0037170394172194405   0.08916666440111476     0.00416685544533829   0.05721714501089279    0.003474326823346153   0.16999458822686697    0.002481997774132975    0.009757071974987598   0.0006115707759484136     0.04641784314325158    0.003202869132543963     0.02708314515277715   0.0006725486745180316   0.0016679803484105716  0.00037242129487784415     0.06771876849299173    0.007274081988632481   40.11327226427347        2.674218150951565          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0       2.016404989593745                           1.0                          0.4                     0.4     4.052451482971751      1.6230665105996582                              0.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0               100.0             1000.0             0.001               100.0              100.0        796.9971578579868               1.0                     0.008                                   10.0  11117.026138698593             3.3612757981536453e+25                    0.22                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   9.432616030510804e+36  1.6788157065271134e+38    16461851548.70318     0.1716601113575974    0.28604529516561994      0.1792735212965352  1.5438382695481983e+37   1.307675338922426e+35    2.056068271745712e+34     1.1020685117478548e+35  1.4971201217015633e+37   4.671814784663497e+35    6318550046.64972       6318455310.409785         94736.23993502706   10143301502.058023       10141603503.080433         1697998.9775910068  3.6175406762076623e+52  4.4318755499991336e+51    3.174353121207749e+52   15.510405698765037    8.273388038838918    3.3645700033160257   0.10607858387722884   0.09103388699032197  0.059483031107569966    0.1761758398793778   0.2428632861975619      0.25710042324615    0.2582408574217513  0.24552298104049475   0.0015604106611162786    0.010086508761069096    0.027118245927088943    0.043583188606615246    0.061222536742307716 
   396.0      0.44827586206896536        1.665334536937735e-16        24.170949576153    1.6558380179732304     11568655320.37719          3183156654.89282    0.06707484843981999   0.0012476871142309165   0.07325715180123979   0.0006051287472476321   0.04466179745284728   0.0007390702350187866    0.0947649917937711   0.0007206373932591521    0.006658844876166928  0.00010857098811707059    0.027097895075812548  0.00040130719534743636    0.019570431941877776  0.00016581841233431145    0.002180110862715178  4.3452859531639965e-05     0.03327414055230208   0.0007892441552561242  42.301203680344884        3.253938744641914          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0       1.147040062799988                           1.0                          0.4                     0.4      6.36314921778335      0.7334442662367341                             -1.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0                50.0             1000.0               0.0               100.0             1000.0        376.2205010919255               1.0                      0.05                                   10.0   8553.057002603744              9.204120509202167e+25                    0.52                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   7.323009024320545e+37  1.3033481410992372e+39    17306228290.85179      24.11070384821627     24.067813797293248      24.110249341516248   1.069516970737404e+38   7.905359460020005e+36   2.5018705580799074e+34      7.880340754439204e+36    4.70746743982915e+37   5.987702267544889e+37   5797511025.274899       5778913797.416719        18597227.858179267   11508717302.949179       11286212000.019909         222505302.92926928  2.5042495335439927e+54   7.331451465234341e+51   2.4969180820787583e+54   25.950166579444062   16.651202269689414      7.74560171102348   0.07449796348896208    0.0652729485185876   0.05507935863557005  0.062212651896968195  0.26232980794520033   0.27489373086693886    0.2902497663914412  0.29225029771334265   0.0017590077370139617    0.005679749152402538     0.01674336487407368    0.025602068855963323     0.03178244613363637 
   407.0       2.6896551724137923        8.881784197001251e-16      631.0273161546783     170.4577466087013     74994526483.83669        55967123447.466286   0.018932830911042083   0.0018062706887880349  0.021620168370582185   0.0005319547168643669  0.023198213628556983   0.0008794393862457592  0.019170996152331008    0.000926754094973752  1.5634475884634304e-08   9.906943332115594e-08    6.80328457883695e-06  1.5445521413194148e-05   5.769395635707927e-07  2.4222155129938087e-06   0.0008283795916894342  0.00016293446909672676   3.986706930309737e-05  4.7620108370614086e-05   16.50375479796571       2.0629693497457136          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0      2.8400260319140767                           1.0                          1.0                     1.0    15.276901048154048      1.8247729676719744                             -1.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0         100.0               100.0              100.0              0.25              1000.0              100.0         40.4814868704972               1.0                     0.008                                   10.0  2529.3447483203568               6.87023266605461e+26                    2.64                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0  2.0610123681442604e+39  3.6681869841783993e+40    50480058218.55266      650.8320446574074     504.80058218552676       650.3236861459499   2.607966157874775e+39   4.127821795067083e+38    1.859124365876517e+36      4.109230551408318e+38   8.912407815417521e+38  1.7167253763330228e+39   9862005660.920465        9526123105.19652         335882555.7239472    40618052587.19114        34450698251.89664          6167354335.294503  1.1909189980466767e+56   7.572272973375764e+53   1.1833467250733008e+56   13.790214127532545   26.472114232405076    33.463564655434816  0.018505758341518987   0.02201739463614141  0.024211188546243604  0.019553593666364135  0.22169601079277462  0.025390418424538985  0.017645722575527236  0.08469870348764476   0.0005965785859441549   1.709408457748953e-09   2.640803838337493e-07   5.406634444836085e-06    3.82127662000174e-05 
   484.0       0.8965517241379312       1.1102230246251559e-16     28.592324837285854     6.161015901292952    15654982099.647928         6448378130.443343    0.04153964898182654    0.001229661270382169  0.029965057419059755    0.000860311155851024  0.029999216107860972  0.00043147221131391745  0.017936375846610356    0.000636961014070854   0.0010078954166060938   0.0001737237680144687    0.006435506890733882   8.994755620428372e-05    0.002581871725409156   0.0002845862083743565  0.00020697722843678835   3.954794720622687e-05     0.00996041870118287   0.0006070414472771188  22.811067854332027       1.7546975272563097          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0       1.147040062799988                           1.0                          0.4                     0.4      6.36314921778335      0.7334442662367341                             -1.0                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0                50.0             1000.0               0.0               100.0             1000.0        376.2205010919255               1.0                      0.05                                   10.0   6441.583215335354             1.7831991932751235e+26                    0.89                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0    9.08963152548574e+37  1.6177713713957994e+39   21481229606.210293      29.92723524886427     29.873998286065937       29.92667109573878   1.327530137129486e+38   9.812469755185355e+36     3.10542857749895e+34      9.781415469410365e+36  5.8431096157550925e+37   7.432191755539768e+37   7196118263.636759       7173034590.236257          23083673.4005025   14285111388.961613        14008928305.01665         276183083.94496274   3.108381463437626e+54   9.100110643677079e+51    3.099281352793949e+54   11.534576004361593     9.38237619214564     5.268426277353651  0.041299578984942534   0.02964197845304187   0.03019000449833524  0.017718904440668752  0.17660803125574623   0.04421853646276033   0.11993349165454971   0.1357816684336611  0.00022057988790654193   0.0010609603055557115   0.0026706783438831243    0.006549568620099592    0.009896200822235772 
   498.0       1.3448275862068957        8.881784197001251e-16      60.93620107169557    46.026294919504934     74338982187.25276        51343809156.035645     0.0492235700085985   0.0046392428408961565   0.05696846892195149   0.0025274516903104702   0.04279425908137485    0.001162999152013206   0.04244468470344857    0.001812171406328555  0.00016299742410923366   9.777433961457448e-05   0.0008969478304398338  0.00022149143281706307   0.0003977482894031007   0.0002007073925735123   4.042978246522153e-05  2.6145646947588862e-05   0.0023604181661358624   0.0002558674523279356    29.1195639819722       2.2399664601517078          0.03           -0.5           -0.36                 1.0                  1.6               0.0             4.0           0.0                   100.0          50.1              60.0           1.0                 100.0       2.510244504113794                           1.0                          0.6                     0.6      6.51925833975614      1.9010279570639055                            -0.25                                 0.0                                217.5                            35.0              3.0              1.0             2.5    1.99999980000002             1.0        1000.0                50.0             1000.0               0.0               100.0             1000.0        376.2205010919255               1.0                      0.05                                   10.0   5037.165067335422               2.75182218305609e+26                    1.26                       0.0                       0.0                              0.0                    0.0                             0.0                             0.0                             0.0   3.321024389409074e+38   5.910754650316923e+39    68753188747.87543      95.78561802497465      95.61522689659255       95.78381238688826   4.248915530429854e+38  3.1405957551239874e+37    9.939287510343716e+34     3.1306564676136436e+37  1.8701555993349355e+38   2.378759931094919e+38   23032018478.53328      22958136480.929184         73881997.60409576   45721170417.812614        44837214143.07736          883956274.7352562   9.948738567290382e+54  2.9125968865879054e+52    9.919612598424503e+54   19.049534269746957   20.509665084863546    13.408007147105321  0.049252996064057496   0.05578856821736786  0.041166941398952286   0.04193947491319199   0.1695248713813623   0.03719594941551729   0.22580374431243486  0.21719959193299754   7.130471567932401e-05  0.00026224537375475613   0.0006169863013981499   0.0011664973070282863    0.002758345797473578 
